# <s> 	 error of <s> 	 H 	 count
16.1253	13.8678	0	43758
1.00864	0.0925408	3.65	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.66	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.67	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.68	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.69	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.7	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.71	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.72	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.73	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.74	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.75	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.76	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.77	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.78	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.79	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.8	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.81	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.82	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.83	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.84	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.85	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.86	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.87	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.88	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.89	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.9	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.91	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.92	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.93	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.94	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.95	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.96	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.97	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.98	43758
# <s> 	 error of <s> 	 H 	 count
1.00864	0.0925408	3.99	43758
# <s> 	 error of <s> 	 H 	 count
1.11792	0.35374	4	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.01	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.02	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.03	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.04	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.05	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.06	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.07	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.08	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.09	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.1	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.11	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.12	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.13	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.14	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.15	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.16	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.17	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.18	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.19	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.2	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.21	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.22	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.23	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.24	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.25	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.26	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.27	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.28	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.29	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.3	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.31	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.32	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.33	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.34	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.35	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.36	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.37	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.38	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.39	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.4	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.41	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.42	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.43	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.44	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.45	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.46	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.47	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.48	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.49	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.5	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.51	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.52	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.53	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.54	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.55	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.56	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.57	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.58	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.59	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.6	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.61	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.62	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.63	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.64	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.65	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.66	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.67	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.68	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.69	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.7	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.71	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.72	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.73	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.74	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.75	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.76	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.77	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.78	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.79	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.8	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.81	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.82	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.83	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.84	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.85	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.86	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.87	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.88	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.89	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.9	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.91	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.92	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.93	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.94	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.95	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.96	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.97	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.98	43758
# <s> 	 error of <s> 	 H 	 count
1	0	4.99	43758
# <s> 	 error of <s> 	 H 	 count
1	0	5	43758
